,Poem Title,line
0,,
1,,
2,,
3,,
4,EVERYMAN'S LIBRARY,EVERYMAN'S LIBRARY
5,EDITED BY ERNEST RHYS,EDITED BY ERNEST RHYS
6,EDITED BY ERNEST RHYS,
7,CLASSICAL,CLASSICAL
8,CLASSICAL,
9,THE AENEID OF VIRGIL,THE AENEID OF VIRGIL
10,THE AENEID OF VIRGIL,
11,THE SAGES OF OLD LIVE AGAIN IN US.,THE SAGES OF OLD LIVE AGAIN IN US.
12,GLANVILL,GLANVILL
13,GLANVILL,
14,GLANVILL,
15,GLANVILL,
16,GLANVILL,
17,GLANVILL,The AENEID OF VIRGIL
18,GLANVILL,
19,TRANSLATED INTO ENGLISH VERSE BY,TRANSLATED INTO ENGLISH VERSE BY
20,E. FAIRFAX TAYLOR,E. FAIRFAX TAYLOR
21,E. FAIRFAX TAYLOR,
22,E. FAIRFAX TAYLOR,
23,E. FAIRFAX TAYLOR,
24,E. FAIRFAX TAYLOR,
25,E. FAIRFAX TAYLOR,LONDON: PUBLISHED by J. M. DENT & SONS LTD.
26,AND IN NEW YORK BY E. P. DUTTON & CO.,AND IN NEW YORK BY E. P. DUTTON & CO.
27,AND IN NEW YORK BY E. P. DUTTON & CO.,
28,AND IN NEW YORK BY E. P. DUTTON & CO.,
29,AND IN NEW YORK BY E. P. DUTTON & CO.,
30,AND IN NEW YORK BY E. P. DUTTON & CO.,
31,AND IN NEW YORK BY E. P. DUTTON & CO.,_First issue of this Edition 1907._
32,AND IN NEW YORK BY E. P. DUTTON & CO.,_Reprinted 1910._
33,AND IN NEW YORK BY E. P. DUTTON & CO.,
34,AND IN NEW YORK BY E. P. DUTTON & CO.,
35,AND IN NEW YORK BY E. P. DUTTON & CO.,
36,AND IN NEW YORK BY E. P. DUTTON & CO.,
37,INTRODUCTION,INTRODUCTION
38,INTRODUCTION,
39,INTRODUCTION,
40,INTRODUCTION,"Virgil--Publius Vergilius Maro--was born at Andes near Mantua, in"
41,INTRODUCTION,"the year 70 B.C. His life was uneventful, though he lived in stirring"
42,INTRODUCTION,"times, and he passed by far the greater part of it in reading his"
43,INTRODUCTION,"books and writing his poems, undisturbed by the fierce civil strife"
44,INTRODUCTION,"which continued to rage throughout the Roman Empire, until Octavian,"
45,INTRODUCTION,"who afterwards became the Emperor Augustus, defeated Antony at the"
46,INTRODUCTION,"battle of Actium. Though his father was a man of humble origin, Virgil"
47,INTRODUCTION,"received an excellent education, first at Cremona and Milan, and"
48,INTRODUCTION,afterwards at Rome. He was intimate with all the distinguished men
49,INTRODUCTION,"of his time, and a personal friend of the Emperor. After the"
50,INTRODUCTION,"publication of his second work, the _Georgics_, he was recognized"
51,INTRODUCTION,"as being the greatest poet of his age, and the most striking figure"
52,INTRODUCTION,"in the brilliant circle of literary men, which was centred at the"
