,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Starner, Stephanie Eason, and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net.
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,SEVEN MINOR EPICS,SEVEN MINOR EPICS
16,OF,OF
17,THE ENGLISH RENAISSANCE,THE ENGLISH RENAISSANCE
18,THE ENGLISH RENAISSANCE,(1596-1624)
19,THE ENGLISH RENAISSANCE,
20,THE ENGLISH RENAISSANCE,
21,THE ENGLISH RENAISSANCE,=Philos and Licia= (1624) by Anonymous
22,THE ENGLISH RENAISSANCE,
23,THE ENGLISH RENAISSANCE,=Pyramus and Thisbe= (1617) by Dunstan Gale
24,THE ENGLISH RENAISSANCE,
25,THE ENGLISH RENAISSANCE,=The Love of Dom Diego and Ginevra= (1596) by Richard Lynche
26,THE ENGLISH RENAISSANCE,
27,THE ENGLISH RENAISSANCE,=Mirrha= (1607) by William Barksted
28,THE ENGLISH RENAISSANCE,
29,THE ENGLISH RENAISSANCE,=Hiren= (1611) by William Barksted
30,THE ENGLISH RENAISSANCE,
31,THE ENGLISH RENAISSANCE,=Amos and Laura= (1613) by Samuel Page
32,THE ENGLISH RENAISSANCE,
33,THE ENGLISH RENAISSANCE,=The Scourge of Venus= (1613) by H.A.
34,THE ENGLISH RENAISSANCE,
35,THE ENGLISH RENAISSANCE,
36,FACSIMILE REPRODUCTIONS,FACSIMILE REPRODUCTIONS
37,WITH AN INTRODUCTION,WITH AN INTRODUCTION
38,WITH AN INTRODUCTION,
39,BY,BY
40,BY,
41,PAUL W. MILLER,PAUL W. MILLER
42,PAUL W. MILLER,
43,PAUL W. MILLER,"Gainesville, Florida"
44,SCHOLARS' FACSIMILES & REPRINTS,SCHOLARS' FACSIMILES & REPRINTS
45,SCHOLARS' FACSIMILES & REPRINTS,1967
46,SCHOLARS' FACSIMILES & REPRINTS,
47,SCHOLARS' FACSIMILES & REPRINTS,
48,SCHOLARS' FACSIMILES & REPRINTS,
49,SCHOLARS' FACSIMILES & REPRINTS,
50,SCHOLARS' FACSIMILES & REPRINTS,SCHOLARS' FACSIMILES & REPRINTS
51,SCHOLARS' FACSIMILES & REPRINTS,
52,SCHOLARS' FACSIMILES & REPRINTS,1605 N. W. 14th Avenue
53,SCHOLARS' FACSIMILES & REPRINTS,
54,SCHOLARS' FACSIMILES & REPRINTS,"Gainesville, Florida, 32601, U.S.A."
55,SCHOLARS' FACSIMILES & REPRINTS,
56,SCHOLARS' FACSIMILES & REPRINTS,"Harry R. Warfel, General Editor"
57,SCHOLARS' FACSIMILES & REPRINTS,
58,SCHOLARS' FACSIMILES & REPRINTS,
59,SCHOLARS' FACSIMILES & REPRINTS,To Mary Joan
60,SCHOLARS' FACSIMILES & REPRINTS,
61,SCHOLARS' FACSIMILES & REPRINTS,
