,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by James Simmons.
5,,
6,,This file was produced from page images at the Internet Archive.
7,,
8,,
9,,
10,,
11,,Transcriber’s Note
12,,
13,,
14,,This book was transcribed from scans of several different copies of the
15,,original found at the Internet Archive. The typesetters of the original
16,,book represented the letter ā (with a macron above) as â (with
17,,"circumflex above) when italicized, but this etext uses the macron"
18,,throughout. Words in italics in this etext were italicized in the
19,,original book. I have corrected obvious misspellings but I’ve left
20,,"variant spellings alone. Some words and names, like _yojana_ and"
21,,"_Garuda_, were spelled two different ways in the same text. I have"
22,,spelled them consistently to avoid confusion.
23,,
24,,
25,,
26,,
27,THE RĀMĀYANA,THE RĀMĀYANA
28,THE RĀMĀYANA,
29,THE RĀMĀYANA,
30,THE RĀMĀYANA,Translated into English Prose from the original Sanskrit of Valmiki
31,THE RĀMĀYANA,
32,THE RĀMĀYANA,
33,ĀRANYA KĀNDAM.,ĀRANYA KĀNDAM.
34,ĀRANYA KĀNDAM.,
35,ĀRANYA KĀNDAM.,
36,EDITED AND PUBLISHED BY,EDITED AND PUBLISHED BY
37,EDITED AND PUBLISHED BY,
38,"MANMATHA NATH DUTT, M. A.","MANMATHA NATH DUTT, M. A."
39,"MANMATHA NATH DUTT, M. A.",
40,"MANMATHA NATH DUTT, M. A.","Rector, Keshub Academy."
41,"MANMATHA NATH DUTT, M. A.",
42,"MANMATHA NATH DUTT, M. A.",
43,"MANMATHA NATH DUTT, M. A.",
44,"MANMATHA NATH DUTT, M. A.",
45,"MANMATHA NATH DUTT, M. A.","printed by Girish Chandra Chackravarti, Deva Press, 65/2, Beadon Street."
46,CALCUTTA. 1891,CALCUTTA. 1891
47,CALCUTTA. 1891,
48,CALCUTTA. 1891,[All rights reserved.]
49,CALCUTTA. 1891,
50,CALCUTTA. 1891,
51,CALCUTTA. 1891,
52,CALCUTTA. 1891,
53,ĀRANYA KĀNDAM. ....................................................,ĀRANYA KĀNDAM. ....................................................
54,SECTION I. ......................................................,SECTION I. ......................................................
55,SECTION II. .....................................................,SECTION II. .....................................................
56,SECTION III. ....................................................,SECTION III. ....................................................
57,SECTION IV. .....................................................,SECTION IV. .....................................................
58,SECTION V. ......................................................,SECTION V. ......................................................
59,SECTI0N VI. .....................................................,SECTI0N VI. .....................................................
60,SECTION VII. ....................................................,SECTION VII. ....................................................
61,SECTION VIII. ...................................................,SECTION VIII. ...................................................
62,SECTION IX. .....................................................,SECTION IX. .....................................................
63,SECTION X. ......................................................,SECTION X. ......................................................
64,SECTION XI. .....................................................,SECTION XI. .....................................................
65,SECTION XII. ....................................................,SECTION XII. ....................................................
66,SECTION XIII. ...................................................,SECTION XIII. ...................................................
67,SECTION XIV. ....................................................,SECTION XIV. ....................................................
68,SECTION XV. .....................................................,SECTION XV. .....................................................
