,Poem Title,line
0,,
1,,
2,,
3,,
4,,[Frontispiece: ODYSSEUS AS A YOUTH AT HOME WITH HIS MOTHER]
5,,
6,,
7,,
8,,
9,ODYSSEUS,ODYSSEUS
10,THE HERO OF ITHACA,THE HERO OF ITHACA
11,THE HERO OF ITHACA,
12,"ADAPTED FROM THE THIRD BOOK OF THE PRIMARY SCHOOLS OF ATHENS, GREECE","ADAPTED FROM THE THIRD BOOK OF THE PRIMARY SCHOOLS OF ATHENS, GREECE"
13,"ADAPTED FROM THE THIRD BOOK OF THE PRIMARY SCHOOLS OF ATHENS, GREECE",
14,"ADAPTED FROM THE THIRD BOOK OF THE PRIMARY SCHOOLS OF ATHENS, GREECE",
15,BY,BY
16,BY,
17,MARY E. BURT,MARY E. BURT
18,MARY E. BURT,
19,MARY E. BURT,"_Author of ""Literary Landmarks,"" ""Stories from Plato,"" ""Story of the"
20,MARY E. BURT,"German Iliad,"" ""The Child-Life Reading Study""; Editor of ""Little"
21,MARY E. BURT,"Nature Studies""; Teacher in the John A. Browning School, New York"
22,MARY E. BURT,City_
23,MARY E. BURT,
24,AND,AND
25,AND,
26,ZENAÏDE A. RAGOZIN,ZENAÏDE A. RAGOZIN
27,ZENAÏDE A. RAGOZIN,
28,ZENAÏDE A. RAGOZIN,"_Author of ""The Story of Chaldea,"" ""The Story of Assyria,"" ""The Story"
29,ZENAÏDE A. RAGOZIN,"of Media, Babylon, and Persia,"" ""The Story of Vedic India""; Member"
30,ZENAÏDE A. RAGOZIN,"of the Royal Asiatic Society of Great Britain and Ireland, of the"
31,ZENAÏDE A. RAGOZIN,"American Oriental Society, of the Société Ethnologique of Paris,"
32,ZENAÏDE A. RAGOZIN,etc._
33,ZENAÏDE A. RAGOZIN,
34,ZENAÏDE A. RAGOZIN,
35,ZENAÏDE A. RAGOZIN,
36,ZENAÏDE A. RAGOZIN,
37,CHARLES SCRIBNER'S SONS,CHARLES SCRIBNER'S SONS
38,NEW YORK   CHICAGO   BOSTON,NEW YORK   CHICAGO   BOSTON
39,NEW YORK   CHICAGO   BOSTON,
40,NEW YORK   CHICAGO   BOSTON,
41,NEW YORK   CHICAGO   BOSTON,
42,NEW YORK   CHICAGO   BOSTON,
43,"COPYRIGHT, 1898, BY","COPYRIGHT, 1898, BY"
44,CHARLES SCRIBNER'S SONS,CHARLES SCRIBNER'S SONS
45,CHARLES SCRIBNER'S SONS,
46,CHARLES SCRIBNER'S SONS,Printed in the United States of America
47,CHARLES SCRIBNER'S SONS,
48,CHARLES SCRIBNER'S SONS,
49,CHARLES SCRIBNER'S SONS,
50,CHARLES SCRIBNER'S SONS,
51,CHARLES SCRIBNER'S SONS,To
52,THE TEACHER,THE TEACHER
53,WHOSE INTEGRITY AND PEDAGOGICAL SPIRIT,WHOSE INTEGRITY AND PEDAGOGICAL SPIRIT
