,Poem Title,line
0,,
1,,
2,,
3,,
4,,There are several editions of this ebook in the Project Gutenberg
5,,collection. Various characteristics of each ebook are listed to aid in
6,,selecting the preferred file. Click on any of the filenumbers below to
7,,quickly view each ebook.
8,,
9,,"22382    (With 800 linked footnotes, No illustrations)"
10,,"16452    (In blank verse, Many footnotes.)"
11,,2199     (No footnotes or illustrations)
12,,"6130     (Many line drawings, and 300 footnotes)"
13,,3059
14,,6150
15,,
16,,
17,,
18,,
19,THE,THE
20,"ILIAD OF HOMER,","ILIAD OF HOMER,"
21,"ILIAD OF HOMER,",
22,TRANSLATED INTO ENGLISH BLANK VERSE,TRANSLATED INTO ENGLISH BLANK VERSE
23,BY WILLIAM COWPER.,BY WILLIAM COWPER.
24,BY WILLIAM COWPER.,
25,BY WILLIAM COWPER.,"Zeus (Jupiter), seated upon an eagle"
26,BY WILLIAM COWPER.,
27,EDITED BY ROBERT SOUTHEY. LL.D.,EDITED BY ROBERT SOUTHEY. LL.D.
28,EDITED BY ROBERT SOUTHEY. LL.D.,
29,EDITED BY ROBERT SOUTHEY. LL.D.,
30,"WITH NOTES,","WITH NOTES,"
31,"BY M.A. DWIGHT,","BY M.A. DWIGHT,"
32,AUTHOR OF “GRECIAN AND ROMAN MYTHOLOGY.”,AUTHOR OF “GRECIAN AND ROMAN MYTHOLOGY.”
33,AUTHOR OF “GRECIAN AND ROMAN MYTHOLOGY.”,
34,AUTHOR OF “GRECIAN AND ROMAN MYTHOLOGY.”,
35,NEW-YORK:,NEW-YORK:
36,"D. APPLETON & CO., 346 & 348 BROADWAY.","D. APPLETON & CO., 346 & 348 BROADWAY."
37,M.DCCC.LX.,M.DCCC.LX.
38,M.DCCC.LX.,
39,M.DCCC.LX.,
40,M.DCCC.LX.,"Entered according to Act of Congress, in the year 1849,"
41,M.DCCC.LX.,
42,M.DCCC.LX.,"By M.A. DWIGHT,"
43,M.DCCC.LX.,
44,M.DCCC.LX.,in the Clerk’s Office of the District Court for the Southern District
45,M.DCCC.LX.,of New York.
46,M.DCCC.LX.,
47,M.DCCC.LX.,
48,TO THE,TO THE
49,RIGHT HONORABLE,RIGHT HONORABLE
50,"EARL COWPER,","EARL COWPER,"
51,THIS,THIS
52,"TRANSLATION OF THE ILIAD,","TRANSLATION OF THE ILIAD,"
53,"THE INSCRIPTION OF WHICH TO HIMSELF,","THE INSCRIPTION OF WHICH TO HIMSELF,"
54,"THE LATE LAMENTED EARL,","THE LATE LAMENTED EARL,"
55,"BENEVOLENT TO ALL,","BENEVOLENT TO ALL,"
56,"AND ESPECIALLY KIND TO THE AUTHOR,","AND ESPECIALLY KIND TO THE AUTHOR,"
57,HAD NOT DISDAINED TO ACCEPT,HAD NOT DISDAINED TO ACCEPT
58,"IS HUMBLY OFFERED,","IS HUMBLY OFFERED,"
