,Poem Title,line
0,,
1,,
2,,
3,,
4,HELL,HELL
5,HELL,
6,OR THE INFERNO FROM THE DIVINE COMEDY,OR THE INFERNO FROM THE DIVINE COMEDY
7,OR THE INFERNO FROM THE DIVINE COMEDY,
8,BY,BY
9,BY,Dante Alighieri
10,BY,
11,BY,Translated by
12,"THE REV. H. F. CARY, M.A.","THE REV. H. F. CARY, M.A."
13,"THE REV. H. F. CARY, M.A.",
14,"THE REV. H. F. CARY, M.A.",
15,"THE REV. H. F. CARY, M.A.",Contents
16,"THE REV. H. F. CARY, M.A.",
17,CANTO I.,CANTO I.
18,CANTO II.,CANTO II.
19,CANTO III.,CANTO III.
20,CANTO IV.,CANTO IV.
21,CANTO V.,CANTO V.
22,CANTO VI.,CANTO VI.
23,CANTO VII.,CANTO VII.
24,CANTO VIII.,CANTO VIII.
25,CANTO IX.,CANTO IX.
26,CANTO X.,CANTO X.
27,CANTO XI.,CANTO XI.
28,CANTO XII.,CANTO XII.
29,CANTO XIII.,CANTO XIII.
30,CANTO XIV.,CANTO XIV.
31,CANTO XV.,CANTO XV.
32,CANTO XVI.,CANTO XVI.
33,CANTO XVII.,CANTO XVII.
34,CANTO XVIII.,CANTO XVIII.
35,CANTO XIX.,CANTO XIX.
36,CANTO XX.,CANTO XX.
37,CANTO XXI.,CANTO XXI.
38,CANTO XXII.,CANTO XXII.
39,CANTO XXIII.,CANTO XXIII.
40,CANTO XXIV.,CANTO XXIV.
41,CANTO XXV.,CANTO XXV.
42,CANTO XXVI.,CANTO XXVI.
43,CANTO XXVII.,CANTO XXVII.
44,CANTO XXVIII.,CANTO XXVIII.
45,CANTO XXIX.,CANTO XXIX.
46,CANTO XXX.,CANTO XXX.
47,CANTO XXXI.,CANTO XXXI.
48,CANTO XXXII.,CANTO XXXII.
49,CANTO XXXIII.,CANTO XXXIII.
50,CANTO XXXIV.,CANTO XXXIV.
51,CANTO XXXIV.,
52,CANTO XXXIV.,
53,CANTO XXXIV.,
54,CANTO XXXIV.,
55,HELL,HELL
56,HELL,
57,HELL,
58,HELL,
59,HELL,
60,CANTO I,CANTO I
61,CANTO I,
62,CANTO I,
63,CANTO I,"In the midway of this our mortal life,"
64,CANTO I,"I found me in a gloomy wood, astray"
65,CANTO I,Gone from the path direct: and e’en to tell
66,CANTO I,"It were no easy task, how savage wild"
67,CANTO I,"That forest, how robust and rough its growth,"
68,CANTO I,"Which to remember only, my dismay"
69,CANTO I,"Renews, in bitterness not far from death."
70,CANTO I,"Yet to discourse of what there good befell,"
71,CANTO I,All else will I relate discover’d there.
72,CANTO I,"How first I enter’d it I scarce can say,"
73,CANTO I,Such sleepy dullness in that instant weigh’d
74,CANTO I,"My senses down, when the true path I left,"
75,CANTO I,"But when a mountain’s foot I reach’d, where clos’d"
76,CANTO I,"The valley, that had pierc’d my heart with dread,"
