,Poem Title,line
0,,
1,,
2,,
3,,
4,,Transcriber’s Notes:
5,,
6,,Underscores “_” before and after a word or phrase indicate _italics_
7,,in the original text.
8,,Small capitals have been converted to SOLID capitals.
9,,Illustrations have been moved so they do not break up stanzas.
10,,Typographical errors have been silently corrected.
11,,
12,BY THE SAME AUTHOR,BY THE SAME AUTHOR
13,BY THE SAME AUTHOR,
14,RHYMES OF OUR VALLEY,RHYMES OF OUR VALLEY
15,CHRISTOPHER CRICKET ON CATS,CHRISTOPHER CRICKET ON CATS
16,THE LIMERATOMY,THE LIMERATOMY
17,WINGS AND OTHER WAR RHYMES,WINGS AND OTHER WAR RHYMES
18,WINGS AND OTHER WAR RHYMES,
19,WINGS AND OTHER WAR RHYMES,[Illustration:
20,WINGS AND OTHER WAR RHYMES,
21,WINGS AND OTHER WAR RHYMES,"_The tinder-brush has caught the spark, the temples of the night,"
22,WINGS AND OTHER WAR RHYMES,"Their purple columns towering high, glow in the amber light._"
23,(“BY SCARLET TORCH AND BLADE.”)],(“BY SCARLET TORCH AND BLADE.”)]
24,(“BY SCARLET TORCH AND BLADE.”)],
25,(“BY SCARLET TORCH AND BLADE.”)],
26,(“BY SCARLET TORCH AND BLADE.”)],
27,(“BY SCARLET TORCH AND BLADE.”)],
28,BY SCARLET TORCH AND BLADE,BY SCARLET TORCH AND BLADE
29,BY SCARLET TORCH AND BLADE,
30,BY ANTHONY EUWER,BY ANTHONY EUWER
31,BY ANTHONY EUWER,
32,WITH ILLUSTRATIONS BY THE AUTHOR,WITH ILLUSTRATIONS BY THE AUTHOR
33,WITH ILLUSTRATIONS BY THE AUTHOR,
34,WITH ILLUSTRATIONS BY THE AUTHOR,“_A four-league stretch is burning now—
35,WITH ILLUSTRATIONS BY THE AUTHOR,The cavalcade of death
36,WITH ILLUSTRATIONS BY THE AUTHOR,Moves on with scarlet torch and blade
37,WITH ILLUSTRATIONS BY THE AUTHOR,And with a scarlet breath._”
38,WITH ILLUSTRATIONS BY THE AUTHOR,
39,G. P. PUTNAM’S SONS,G. P. PUTNAM’S SONS
40,NEW YORK AND LONDON,NEW YORK AND LONDON
41,NEW YORK AND LONDON,The Knickerbocker Press
42,NEW YORK AND LONDON,
43,NEW YORK AND LONDON,"Copyright, 1923"
44,NEW YORK AND LONDON,by
45,NEW YORK AND LONDON,Anthony Euwer
46,NEW YORK AND LONDON,
47,NEW YORK AND LONDON,"Second printing, January, 1926"
48,NEW YORK AND LONDON,
49,NEW YORK AND LONDON,[Illustration: The Knickerbocker Press New York]
50,NEW YORK AND LONDON,
51,NEW YORK AND LONDON,Made in the United States of America
52,NEW YORK AND LONDON,
53,TO THE MEMORY OF,TO THE MEMORY OF
54,TO THE MEMORY OF,
55,MY SISTER,MY SISTER
56,MARIAN,MARIAN
57,MARIAN,
