,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by an anonymous Project Gutenberg volunteer.
5,,
6,,
7,,
8,,
9,,
10,,
11,,"Copyright, 1923, by the author"
12,,
13,,
14,,Published by
15,,Contact Publishing Co.
16,,
17,,
18,,
19,,
20,THREE STORIES,THREE STORIES
21,THREE STORIES,
22,THREE STORIES,
23,THREE STORIES,Up In Michigan
24,THREE STORIES,
25,THREE STORIES,Out of Season
26,THREE STORIES,
27,THREE STORIES,My Old Man
28,THREE STORIES,
29,THREE STORIES,
30,& TEN POEMS,& TEN POEMS
31,& TEN POEMS,
32,& TEN POEMS,
33,& TEN POEMS,Mitraigliatrice
34,& TEN POEMS,
35,& TEN POEMS,Oklahoma
36,& TEN POEMS,
37,& TEN POEMS,Oily Weather
38,& TEN POEMS,
39,& TEN POEMS,Roosevelt
40,& TEN POEMS,
41,& TEN POEMS,Captives
42,& TEN POEMS,
43,& TEN POEMS,Champs d’Honneur
44,& TEN POEMS,
45,& TEN POEMS,Riparto d’Assalto
46,& TEN POEMS,
47,& TEN POEMS,Montparnasse
48,& TEN POEMS,
49,& TEN POEMS,Along With Youth
50,& TEN POEMS,
51,& TEN POEMS,Chapter Heading
52,& TEN POEMS,
53,& TEN POEMS,
54,ERNEST HEMINGWAY,ERNEST HEMINGWAY
55,ERNEST HEMINGWAY,
56,ERNEST HEMINGWAY,
57,ERNEST HEMINGWAY,
58,ERNEST HEMINGWAY,
59,ERNEST HEMINGWAY,This Book
60,ERNEST HEMINGWAY,Is For Hadley
61,ERNEST HEMINGWAY,
62,ERNEST HEMINGWAY,
63,ERNEST HEMINGWAY,
64,ERNEST HEMINGWAY,
65,CONTENTS,CONTENTS
66,CONTENTS,
67,CONTENTS,
68,CONTENTS,Three Stories
69,CONTENTS,
70,CONTENTS,
71,CONTENTS,Up In Michigan
72,CONTENTS,Out Of Season
73,CONTENTS,My Old Man
74,CONTENTS,
75,CONTENTS,
76,CONTENTS,Ten Poems
77,CONTENTS,
78,CONTENTS,
79,CONTENTS,Mitraigliatrice
80,CONTENTS,Oklahoma
81,CONTENTS,Oily Weather
82,CONTENTS,Roosevelt
83,CONTENTS,Captives
84,CONTENTS,Champs D’Honneur
85,CONTENTS,Riparto D’Assalto
86,CONTENTS,Montparnasse
87,CONTENTS,Along With Youth
88,CONTENTS,Chapter Heading
89,CONTENTS,
90,CONTENTS,
91,CONTENTS,
92,CONTENTS,
93,CONTENTS,Five of these poems were
94,CONTENTS,first printed in _Poetry_
95,CONTENTS,A Magazine of Verse.
96,CONTENTS,
97,CONTENTS,
98,CONTENTS,
99,CONTENTS,
100,UP IN MICHIGAN,UP IN MICHIGAN
101,UP IN MICHIGAN,
102,UP IN MICHIGAN,
103,UP IN MICHIGAN,UP IN MICHIGAN
104,UP IN MICHIGAN,
105,UP IN MICHIGAN,
