,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,,"This etext was prepared by Alan R. Light (alight@vnet.net, formerly"
6,,"alight@mercury.interpath.net, etc.).  To assure a high quality text,"
7,,the original was typed in (manually) twice and electronically compared.
8,,
9,,
10,,
11,,
12,,
13,,The Second Book of Modern Verse
14,,Ed. Jessie B. Rittenhouse
15,,
16,,
17,,
18,,[Note on text:  Italicized lines or stanzas are marked by tildes (~).
19,,Other italicized words are capitalized.  Lines longer than 78 characters
20,,are broken and the continuation is indented two spaces.  Some obvious errors
21,,may have been corrected.]
22,,
23,,
24,,
25,,
26,,
27,,The Second Book of Modern Verse
28,,
29,,A Selection from the work of contemporaneous American poets
30,,Edited by Jessie B. Rittenhouse
31,,Editor of The Little Book of Modern Verse
32,,[Selections made in 1919.]
33,,
34,,
35,,
36,,
37,,
38,,Foreword
39,,
40,,
41,,
42,,"It was my intention, when preparing `The Little Book of Modern Verse',"
43,,"published in 1913, to continue the series by a volume once in five years,"
44,,"but as it seemed inadvisable to issue one during the war, it is now six years"
45,,since the publication of the first volume.
46,,
47,,"In the meantime, that the series might cover the period of American poetry"
48,,"from the beginning, `The Little Book of American Poets' was edited,"
49,,"confined chiefly to work of the nineteenth century, but ending with"
50,,a group of living poets whose work has fallen equally within our own period.
51,,"This group, including Edwin Markham, Bliss Carman, Edith Thomas,"
52,,"Louise Imogen Guiney, Lizette Woodworth Reese, and many others"
53,,"whose work has enriched both periods, was fully represented also"
54,,"in `The Little Book of Modern Verse'; and it has seemed necessary,"
55,,"therefore keenly as I regret the necessity, which limits of space impose,"
56,,to omit the work of all poets who have been represented in both
57,,of my former collections.
58,,
59,,Indeed the period covered by the present volume has been so prolific that
60,,"it became necessary, if one would represent it with even approximate adequacy,"
61,,"to forego including many poets from `The Little Book of Modern Verse' itself,"
62,,and but twenty-eight are repeated from that collection.
63,,
64,,Even with these necessary eliminations in the interest of space
65,,"for newer poets, the general scheme of the series -- that of small,"
66,,"intimate volumes that shall be typical of the period, rather than exhaustive"
67,,-- has made it impossible to include all whose work I should otherwise
68,,have been glad to represent.
69,,
70,,"While I have not hesitated, where a poet's earlier work seemed"
71,,"finer and more characteristic than his later, to draw upon such earlier work,"
72,,in the main `The Second Book of Modern Verse' has been selected
73,,"from poetry published since 1913, the date of my first anthology."
74,,
75,,Jessie B. Rittenhouse
76,,New York
77,,"September 23, 1919"
78,,
79,,
80,,
81,,
82,,
83,,Contents
84,,
85,,
86,,
87,,Abraham Lincoln walks at Midnight.  [Vachel Lindsay]
88,,Acceptance.  [Willard Wattles]
89,,Ad Matrem Amantissimam et Carissimam Filii in Aeternum Fidelitas.
90,,[John Myers O'Hara]
91,,After Apple-Picking.  [Robert Frost]
92,,After Sunset.  [Grace Hazard Conkling]
93,,Afternoon on a Hill.  [Edna St. Vincent Millay]
