,Poem Title,line
0,* P. 62.,while most of laniers poems are in a serious strain
1,* P. 62.,several disclose no mean sense of humor  i refer to his dialect poems
2,* P. 62.,such as joness private argyment uncle jims baptist revival hymn
3,* P. 62.,and the power of prayer especially the last written in conjunction
4,* P. 62.,there are passages in the poems no less pathetic than the poets life
5,* P. 62.,in discussing his love of nature we have seen that he was a pantheist
6,* P. 62.,in the best sense of the term  so delicate was his sensibility
7,* P. 62.,that we do not wonder when we hear him declaring
8,* P. 62.,a saying as felicitous as the romans i am a man and therefore
9,* P. 62.,the ballad of trees and the master must touch all readers
10,* P. 62.,few passages are more pathetic i think than that in june dreams
11,* P. 62.,in january telling of the poets struggle for bread and fame
12,* P. 62.,while his worshipful sweet wife sat still afar within the village
13,* P. 62.,whence she sent him forth waiting all confident and proud and calm
14,* P. 62.,and if there occurs therein a plaintive tone let us remember
15,* P. 62.,that it is the only time that he complained of his lot
16,* P. 62.,and that here really he has more in mind his dearer self his wife
17,* P. 62.,and that calm succeeded to unrest just as it does in this passage
18,* P. 62.,it is now time to say a word about laniers theory of art
19,* P. 62.,especially the art of poetry  his views upon the formal side of poetry have
20,* P. 62.,already been noticed in the consideration of his science of english verse
21,* P. 62.,that lanier keenly appreciated the responsibility resting upon the artist
22,* P. 62.,each artist  gift of terror  owns his will2
23,* P. 62.,again the province of poetry is pointed out as in clover
24,* P. 62.,in corn3 too the tall corncaptain types the poetsoul sublime
25,* P. 62.,but it is in his prose works that lanier has treated the matter
26,* P. 62.,most at length and to these i turn  in the first place
27,* P. 62.,he insists that to be an artist one must know a great deal
28,* P. 62.,a statement that would appear superfluous but for its frequent overlooking
29,* P. 62.,by wouldbe artists  hence he is right in warning young writers
30,* P. 62.,you need not dream of winning the attention of sober people with your poetry
31,* P. 62.,unless that poetry and your soul behind it are informed and saturated
32,* P. 62.,with at least the largest final conceptions of current science
33,* P. 62.,that lanier strove to follow this precept we have abundant evidence
34,* P. 62.,in his life and in his works and i think that if we remember
35,* P. 62.,his environments we must wonder at the vastness the accuracy
36,* P. 62.,and the variety of his knowledge  as additionally illustrative of the last
